judul,konten,,
Alasan Banyak Bacaleg Partai Hanura Tak Lolos Verifikasi KPU - Kompas.com,", JAKARTA, KOMPAS.com - Komisioner Komisi Pemilihan Umum (KPU) Ilham Saputra menyebut banyaknya bakal calon legislatif (bacaleg)  Partai Hanura yang dinyatakan tidak memenuhi syarat (TMS) berkas pencalonan lantaran banyak ketentuan persyaratan yang tidak diserahkan ke KPU. ""Banyak ketentuan syarat calon yang tidak diberikan ke kami,"" kata Ilham di kantor KPU, Jakarta Pusat, Rabu (15/8/2018).Persyaratan yang tidak dipenuhi itu di antaranya surat kesehatan jasmani dan rohani, surat pindah daerah pemilihan (dapil), hingga penambahan bacaleg. Namun demikian, kata Ilham, Partai Hanura masih punya peluang untuk memperbaiki jumlah bacalegnya yang lolos verifikasi, yaitu melalui proses sengketa yang diajukan ke Badan Pengawas Pemilu (Bawaslu).Baca juga: Ratusan Bakal Caleg Hanura dan Partai Berkarya Tak Lolos Verifikasi KPU ""Nanti ada mediasi, ada ajudikasi juga. Itu diberi kesempatan oleh Undang-undang untuk melakukan tanda kutip gugatan melalui ajudikasi tadi,"" jelas Ilham.Adapun jumlah bacaleg Partai Hanura yang dinyatakan TMS adalah sebanyak 167 dari total 449 bacaleg yang diajukan. Sedangkan jumlah bacaleg yang dinyatakan MS adalah 282 bacaleg. Dari 80 daerah pemilihan (dapil) yang didaftarkan, KPU menggugurkan sebanyak 22 dapil. Jumlah tersebut terbilang paling tinggi dibandingkan dengan jumlah bacaleg partai politik peserta  pemilu 2019 lainnya yang tak lolos verifikasi. Setelah Partai Hanura, Partai Garuda berada di urutan kedua partai politik dengan bacaleg yang paling banyak tak lolos verifikasi KPU. Jumlah bacaleg Partai Berkarya yang dinyatakan TMS sebanyak 142 dari total 575 bacaleg yang didaftarkan. Sedangkan jumlah bacaleg yang dinyatakan MS yaitu sebanyak 433 bacaleg. Dari 80 dapil yang diajukan, KPU menggugurkan 14 dapil.",,
Jusuf Kalla Sempat Galau Saat Diminta Jadi Ketua Timses Jokowi-Ma'ruf - Kompas.com,", JAKARTA, KOMPAS.com - Ketua Umum Partai Persatuan Pembangunan Muhammad  Romahurmuziy mengungkapkan bahwa Wakil Presiden  Jusuf Kalla sempat galau saat ditawari posisi Ketua Tim Pemenangan Joko Widodo-Ma'ruf Amin. Jusuf Kalla awalnya menolak tawaran itu, namun keesokan harinya mengaku akan mempertimbangkannya. ""Pak JK hari Kamis sempat tidak mau, hari Jumat pagi beliau menyampaikan mempertimbangkan, begitu ya,"" kata pria yang akrab disapa Romy ini, di Istana Kepresidenan, Jakarta, Rabu (15/8/2018). Namun, pada akhirnya, Kalla pun kembali sikap awalnya, yakni menolak untuk menjadi Ketua Tim Pemenangan  Jokowi-Ma'ruf. Alasannya, Kalla ingin fokus untuk mengurus pemerintahan di setahun terakhirnya menjabat wakil presiden.""Setelah berdiskusi lebih jauh, beliau lebih berkeinginan berkonsentrasi menyelesaikan tugas untuk satu tahun terakhir ini. Mengingat nanti Presiden akan sesaat cuti untuk kampanye. Kami pahami jalan berpikir beliau itu,"" kata Romy. Baca juga: Sekjen PPP: Jusuf Kalla Tak Akan BermanuverRomy menambahkan, meskipun batal jadi ketua tim pemenangan, namun JK tetap akan ada di barisan pendukung Jokowi-Ma'ruf di Pilpres 2019.Jusuf Kalla diberi posisi sebagai Ketua Tim Penasihat. Dengan begitu, JK tetap bisa berkontribusi bagi pemenangan Jokowi-Ma'ruf, namun waktunya juga tidak akan banyak terbuang. Mengenai pengganti JK sebagai ketua tim pemenangan Jokowi-Ma'ruf, menurut Romy, saat ini sudah mengerucut ke tiga nama.Romy menolak menyebut tiga nama yang dimaksud. Namun, menurut dia, ketiganya adalah laki-laki dan tidak berasal dari partai politik. Jokowi sebelumnya menyebut Wakil Presiden Jusuf Kalla sudah bersedia menjadi ketua tim pemenangan Jokowi-Ma'ruf Amin.""Iya (sudah bersedia). Saya sudah bicara dengan beliau,"" ujar Jokowi, usai menjalani pemeriksaan kesehatan di RSPAD Gatot Soebroto, Jakarta, Minggu (12/8/2018).Baca juga: Fadli Zon Kritik Kesediaan Jusuf Kalla Gabung Tim Kampanye JokowiJokowi mengatakan, keputusan pemilihan ketua tim pemenangan Jokowi-Ma'ruf ada di tangannya. Oleh karena itu, ia sudah berbicara dengan JK.Namun belakangan, Ketua Tim Ahli Wakil Presiden, Sofjan Wanandi mengungkapan bahwa Wakil Presiden Jusuf Kalla menolak untuk menjadi Ketua Tim Pemenangan Joko Widodo-Ma'ruf Amin pada Pilpres 2019.""Pak Jokowi itu mintanya (agar JK jadi) ketua tim sukses, tapi setelah berbicara dengan Bu Mega dan lain-lain, Pak JK memberitahukan bahwa secara teknis susah pemerintah siapa yang jalankan?"" ujar Sofjan di Kantor Wakil Presiden, Jakarta, Selasa (14/8/2018).",,
Cium Tangan Syafruddin untuk Jusuf Kalla dan Megawati... - Kompas.com,", JAKARTA, KOMPAS.com - Menteri Pendayagunaan Aparatur Negara dan Reformasi Birokrasi ( Menpan RB)  Syafruddin mencium tangan Jusuf Kalla dan Megawati Soekarnoputri usai dilantik Presiden Joko Widodo di Istana Negara, Jakarta, Rabu (15/8/2018).Rangkaian pelantikan Syafruddin dimulai dengan mengucapkan sumpah jabatan sebagai menteri dan menandatangani berita acara.Acara ditutup dengan pemberian ucapan oleh Presiden  Jokowi, Wakil Presiden Jusuf Kalla beserta seluruh tamu undangan yang hadir.Baca juga: Polri: Syafruddin Sudah Mengundurkan Diri dari KepolisianKetika bersalaman dengan Presiden Jokowi dan Ibu Negara Iriana, Syafruddin tampak tidak mencium tangannya.Keduanya hanya memiringkan badannya supaya dapat diabadikan momennya oleh para fotografer.Namun, berbeda ketika ia bersalaman dengan Jusuf Kalla, Ibu Mufidah Kalla dan Presiden ke -5 Megawati Soekarnoputri. Syafruddin menggenggam tangan mereka, kemudian menciumnya.Baca juga: Jadi Menpan-RB, Syafruddin Diharapkan Bersihkan Lingkungan PNS dari Korupsi  Pengamatan Kompas.com, hanya Jusuf Kalla, Mufidah, dan Megawati yang tangannya dicium oleh Syafruddin ketika bersalaman.Diketahui, Presiden Jokowi melantik Syafruddin sebagai Menteri PAN-RB pada Rabu pagi. Ia menggantikan Asman Abnur yang mengundurkan diri karena PAN, partai politik tempatnya bernaung, tidak lagi mendukung Jokowi pada Pemilu 2019.Pelantikan Syafruddin dilaksanakan di Istana Negara didasarkan pada Surat Keputusan Presiden Nomor 142P Tahun 2018 tentang Pemberhentian dan Pengangkatan Menteri Pendayagunaan Aparatur Negara dan Reformasi Birokrasi Kabinet Kerja dalam sisa masa jabatan periode 2014-2019.",,
Ini Daftar Harta Kekayaan Jokowi - Kompas.com,", JAKARTA, KOMPAS.com - Komisi Pemberantasan Korupsi (KPK) merilis laporan harta kekayaan calon presiden Joko Widodo di situs elhkpn.kpk.go.id, Senin (15/8/2018). Dilansir dari dokumen yang diunduh dari situs tersebut, Jokowi memiliki total kekayaan mencapai Rp 50.248.349.788.Kekayaannya mencakup pada harta berupa tanah dan bangunan, alat transportasi dan mesin, harta bergerak lainnya, serta kas dan setara kas.Baca juga: Nyapres, Ini Jumlah Harta Kekayaan Prabowo Subianto Jokowi memiliki total 20 bidang tanah dan bangunan yang tersebar di Sukoharjo, Surakarta, Karanganyar, Sragen, Jakarta Selatan dan Boyolali.Adapun total nilai harta tanah dan bangunan yang dimiliki Jokowi mencapai Rp 43.888.588.000.Mantan Gubernur DKI Jakarta itu memiliki 12 kendaraan dengan nilai total mencapai Rp 1.083.500.000. Kedua belas kendaraan itu terdiri dari, Suzuki Pick Up Tahun 1997 senilai Rp 10 juta, Isuzu Truck tahun 2002 senilai Rp 60 juta, Yamaha Vega Tahun 2001 senilai Rp 2,5 juta.Kemudian, Marcedes Benz Tahun 2004 senilai Rp 175 juta, Marcedes Benz Tahun 1996 senilai Rp 60 juta dan Isuzu Truck Tahun 2002 senilai Rp 60 juta.Adapula Daihatsu Espass Tahun 1997 senilai Rp 25 juta, Nissan Grand Livina Tahun 2010 senilai Rp 125 juta, Isuzu Panther ST Wagon Tahun 1996 senilai Rp 36 juta.Selain itu, Toyota Innova Tahun 2011 senilai Rp 170 juta, Nissan Juke Tahun 2012 senilai Rp 270 juta dan Chopperland Chopper Tahun 2017 senilai Rp 140 juta.Harta bergerak lainnya yang dimiliki Jokowi senilai Rp 360 juta. Jokowi tercatat tak memiliki surat berharga. Sementara kas dan setara kas yang dimiliki Jokowi senilai Rp 6.109.234.704. Dalam dokumen itu, Jokowi tercatat memiliki hutang sebesar Rp 1.192.972.916.",,
"Komjen Syafruddin, Mantan Ajudan Jusuf Kalla yang Jadi Menteri PAN-RB - Kompas.com",", JAKARTA, KOMPAS.com — Presiden Joko Widodo, Rabu (15/8/2018) pagi, melantik Komisaris Jenderal  Syafruddin menjadi Menteri Pendayagunaan Aparatur Negara dan Reformasi Birokrasi (PAN-RB).Syafruddin yang sebelumnya menjabat Wakil Kepala Polri itu menggantikan Menteri PAN-RB pendahulunya, Asman Abnur.Pria kelahiran Makassar, Sulawesi Selatan, 12 April 1961 itu lulus dari Akademi Kepolisian pada tahun 1985.Kariernya di kepolisian lebih banyak berada di Satuan Lalu Lintas. Jabatan yang diembannya pertama kali adalah sebagai kepala Subunit Patroli Kota Polda Metro Jaya.Tahun 1987, ia dipindahkan menjadi Kepala Polsek Pondok Gede Bekasi. Setahun kemudian, Syafruddin dikembalikan ke satuan dan menjabat Penata Urusan Rencana Sekretaris Direktorat Lalu Lintas Polri.Setelah sempat tertahan di jabatan itu, tahun 1996, Syafruddin dipercaya menjadi Kepala Bagian Registrasi dan Identifikasi di Direktorat Lalu Lintas Polda Riau. Syafruddin diketahui juga sempat dimutasi menjadi perwira menengah Polda Riau selama satu tahun sebelum menjabat Kepala Bagian Pembinaan Operasional Pelatihan Sekretaris Pimpinan Polri.Baca juga: Rabu Pagi Ini, Wakapolri Komjen Syafruddin Dilantik Jadi Men PAN-RBSetahun kemudian, Syafruddin sempat ""parkir"" sebentar menjadi Kepala Polres Metro Jakarta Timur sebelum diangkat menjadi Ajudan Wakil Presiden RI kala itu, Jusuf Kalla.Usai menjadi Ajudan Wakil Presiden, kariernya kian lancar. Setelah mengikuti Sekolah Pimpinan Tinggi, Syafruddin meraih satu bintang di pundaknya pada 2009 dan ia langsung menjabat Wakil Kepala Polda Sumatera Utara dan setahun setelahnya menjabat sebagai Kepala Polda Kalimantan Selatan.Pangkat dua bintang di pundaknya dicapainya sesaat sebelum Syafruddin diangkat menjadi Kepala Divisi Profesi dan Pengamanan Polri pada 2012. Pada 2015, bintang di pundaknya pun bertambah satu setelah diangkat menjadi Kepala Lembaga Pendidikan Polri.Baca juga: Syafruddin Resmi Jabat Menteri PAN-RBPuncak karier di Polri saat Syafruddin diangkat menjadi Wakil Kepala Polri menggantikan pendahulunya, Budi Gunawan yang diangkat menjadi Kepala Badan Intelijen Negara (BIN).Selama karier, Syafruddin meraih sejumlah tanda jasa, antara lain Satya Lancana Dwidja Sistha, Satya Lancana Katya Bhakti, Satya Lancana Seroja dan Satya Lancana Kesetiaan 24 Tahun. ",,
"Harta Kekayaan Sandiaga Uno Capai Rp 5 Triliun, Ini Daftarnya - Kompas.com",", JAKARTA, KOMPAS.com - Komisi Pemberantasan Korupsi (KPK) merilis laporan  harta kekayaan calon wakil presiden Sandiaga Salahuddin Uno di situs elhkpn.kpk.go.id, Rabu (15/8/2018).Dilansir dari dokumen yang diunduh, Sandi memiliki total kekayaan mencapai Rp 5.099.960.524.965.Kekayaannya mencakup pada harta berupa tanah dan bangunan, alat transportasi dan mesin, harta bergerak lainnya, surat berharga, kas dan setara kas dan harta lainnya.Baca juga: Ditemani Sudirman Said, Sandiaga Uno Lapor Harta Kekayaan ke KPKSandi memiliki total 15 bidang tanah dan bangunan yang tersebar di Jakarta Selatan, Tangerang, Singapura, dan Amerika Serikat.Adapun total nilai harta tanah dan bangunan yang dimiliki Sandi mencapai Rp 191.644.398.989.Ia memiliki 2 kendaraan dengan nilai total mencapai Rp 325 juta. Dua kendaraan itu adalah Nissan Grand Livina Tahun 2013 senilai Rp 100 juta dan Nissan X-Trail Tahun 2015 senilai Rp 225.000.000.Baca juga: Selain Laporkan Harta, Sandiaga Juga Klarifikasi Isu Mahar yang Beredar kepada KPKHarta bergerak lainnya yang dimiliki Sandi senilai Rp 3,2 miliar. Ia tercatat memiliki surat berharga dengan nilai mencapai Rp 4.707.615.685.758.Sementara kas dan setara kas yang dimiliki Sandi senilai Rp 495.908.363.438. Harta lainnya yang dimiliki Sandi sebesar Rp 41.295.212.159.Dalam dokumen itu, Sandi tercatat memiliki hutang sebesar Rp 340.028.135.379.",,
Aturan Ganjil-Genap di Jakarta Digugat ke Mahkamah Agung - Kompas.com,", JAKARTA, KOMPAS.com - Mahkamah Agung ( MA) menerima gugatan uji materil aturan penerapan sistem kendaraan berpelat nomor ganjil-genap di Jakarta.Aturan tersebut termuat di dalam Peraturan Gubernur DKI Jakarta Nomor 77 Tahun 2018 tentang Pembatasan Lalulintas dengan Sistem Ganjil-Genap Selama Asian Games 2018.""Kalau tadi ada yang tanya, ini diakukan uji materil di MA soal  ganjil genap,"" ujar Kepala Biro Hukum dan Hubungan Masyarakat MA Abdullah di Kantor MA, Jakarta, Rabu (15/8/2018).Baca juga: Melanggar Ganjil-Genap, Belasan Ribu Mobil Kena TilangUji materi pembatasan kendaraan dengan sistem ganjil-genap terrung di dalam perkara HUM Nomor 57P/HUM/2018. Gugutan tersebut didaftarkan pada 13 Agustus 2018.Pemohon uji materil ganjil-genap atas nama Andrian Nizar. Adapun termohon uji materi tersebut yakni Gubernur DKI Jakarta Anies Baswedan.Sebelumnya, berdasarkan data Ditlantas Polda Metro Jaya, selama 10 hari pemberlakuan sistem ganjil-genap, 11.240 pemilik mobil kena  tilang karena melanggar.Baca juga: Bertemu Sandiaga, Grab Minta Dibebaskan dari Ganjil-Genap Selama Asian GamesData yang dirilis Kasubdit Bin Gakkum Ditlantas Polda Metro Jaya AKBP Budiyanto, pengemudi yang banyak kena tilang berada di kawasan Jakarta Timur, yaitu 2.178 pengguna mobil.Kedua terbesar di Jakarta Utara dengan jumlah 1.862 pengemudi. Kedua daerah itu yang berkontribusi paling besar.""Petugas juga mengamankan barang bukti seperti STNK sebanyak 6.271 lembar dan 5.228 SIM selama 10 hari ini,"" ujar Budiyanto seperti dilansir laman NTMCPolri, Minggu (12/8/2018).",,
KPK: Laporan Harta Kekayaan Presiden Jokowi Lengkap - Kompas.com,", JAKARTA, KOMPAS.com - Juru Bicara Komisi Pemberantasan Korupsi (KPK) Febri Diansyah mengungkapkan, laporan harta kekayaan calon presiden Joko Widodo telah terverifikasi lengkap.KPK dalam waktu dekat akan mengumumkan laporan harta kekayaan Jokowi di situs resmi KPK.""Saat ini pelaporan LHKPN atas nama calon Presiden Joko Widodo sudah terverifikasi lengkap. Proses berikutnya adalah pemberitahuan pada pelapor LHKPN dan pengumuman di website KPK,"" kata Febri dalam keterangan tertulis, Rabu (15/8/2018).Baca juga: Nyapres, Ini Jumlah Harta Kekayaan Prabowo Subianto Ia mengatakan, masyarakat nantinya bisa mengakses ikhtisar laporan kekayaan calon presiden atau calon wakil presiden di situs elkhkpn.kpk.go.id pada bagian e-announcement.""Terakhir sebagai Presiden, Joko Widodo telah melaporkan kekayaan di tahun pelaporan 2017, dan pengumumannya disahkan pada 13 Juli 2018 yang juga dapat dilihat di website elhkpn.kpk.go.id,"" kata Febri.Baca juga: Ditemani Sudirman Said, Sandiaga Uno Lapor Harta Kekayaan ke KPKPada pelaporan 2017 lalu, total harta kekayaan Jokowi senilai Rp 49.062.239.628.Hingga saat ini, KPK telah menyatakan berkas laporan harta kekayaan yang lengkap atas laporan capres Prabowo Subianto, cawapres Sandiaga Uno dan capres Joko Widodo.KPK baru mengumumkan laporan harta kekayaan Prabowo melalui situs elhkpn.kpk.go.id.",,
Waketum Gerindra: Demokrat Klaim Andi Arief Berjalan Sendiri - Kompas.com,", JAKARTA, KOMPAS.com - Wakil Ketua Umum DPP Partai  Gerindra Edhy Prabowo mengatakan partainya enggan menanggapi terlalu jauh mengenai pernyataan Wakil Sekjen Partai  Demokrat Andi Arief terkait dugaan pemberian mahar dari Sandiaga Uno ke PAN dan PKS.Andi mengaku diperintah oleh partainya untuk bicara mengenai dugaan pemberian mahar Rp 500 Miliar ke dua partai tersebut.Menurut Edhy, Partai Gerindra telah mengklarifikasi hal tersebut dan Partai Demokrat mengklaim Andi Arief berjalan sendiri.""Ya kami sudah mendapat klarifikasi dari Demokrat. Demokrat sendiri mengklaim Andi Arief berjalan sendiri dan kami tidak mau terlalu dalam untuk menanggapi ini,"" ujar Edhy saat ditemui di kediaman Ketua Umum Partai Gerindra Prabowo Subianto, Jalan Kertanegara, Jakarta Selatan, Selasa (14/8/2018) malam.Baca juga: Andi Arief Mengaku Diperintah Partai Bicara soal Mahar Rp 500 MiliarEdhy mengatakan saat ini Partai Gerindra tengah fokus pada pembentukan tim pemenangan pasangan Prabowo-Sandiaga Uno bersama partai koalisi.Kendati demikian, kata Edhy, tidak menutup kemungkinan partainya akan mengambil langkah hukum jika persoalan tersebut terus dipermasalahkan.""Kalau memang itu masih berkeyakinan ya kami masih bisa melakukan upaya hukum. Tapi kami tidak mau kalau sampai ke arah sana, karena bagaimanapun juga bagi kami yang paling penting sekarang adalah bagaimana memenangkan tim ini,"" kata Edhy.Sebelumnya, Andi Arief mengaku ia diperintah oleh partainya untuk bicara mengenai dugaan mahar Rp 500 Miliar dari Sandiaga Uno ke Partai Amanat Nasional dan Partai Keadilan Sejahtera.Mahar itu, disebutnya, dijanjikan agar PAN dan PKS mau menerima Sandiaga Uno sebagai calon wakil presiden bagi Prabowo Subianto.""Saya ingin menyatakan bahwa saya diperintah partai bicara ini,"" kata Andi dalam acara sapa Indonesia Malam di Kompas TV, Senin (13/8/2018) malam.Andi memastikan pernyataannya bisa dipertanggungjawabkan. Bahkan, menurut dia, keputusan Demokrat untuk mengungkap soal dugaan mahar ini diambil dalam rapat resmi partai di kediaman Ketua Umum Partai Demokrat Susilo Bambang Yudhoyono, Rabu (8/8/2018) malam.""Hasil rapat menyatakan kita kemukakan saja ke publik problem sebenarnya,"" kata dia.Baca juga: Elite Demokrat Tak Tahu Ada Perintah Partai Agar Andi Arief Bicara Mahar Rp 500 MAndi mengaku tidak takut jika pernyataannya di Twitter berujung pada konsekuensi hukum.Mantan staf khusus Presiden keenam SBY ini menyatakan, siap menghadapi proses hukum, jika kicauannya diproses oleh pihak kepolisian. Ia bersedia dikonfrontasi dengan pihak yang merasa dirugikan dengan pernyataannya. Ia juga menolak minta maaf perihal isu mahar Rp 500 miliar ke PKS dan PAN itu.""Saya orang yang taat hukum, pasti akan hadir, tidak mungkin saya menghindar. Saya siap dikonfrontasi untuk menyelesaikan masalah ini,"" ujarnya.",,
"Jadi Cawapres Jokowi, Kekayaan Ma'ruf Amin Mencapai Rp 11,6 M - Kompas.com",", JAKARTA, KOMPAS.com — Komisi Pemberantasan Korupsi (KPK) merilis laporan  harta kekayaan calon wakil presiden  Ma'ruf Amin di situs elhkpn.kpk.go.id, Kamis (16/8/2018).  Dilansir dari dokumen yang diunduh dari situs tersebut, Ma'ruf memiliki total kekayaan mencapai Rp 11.645.550.894. Total kekayaan itu setelah dikurangi oleh utang sebesar Rp 657.584.431.Kekayaan Ma'ruf mencakup pada harta berupa tanah dan bangunan, alat transportasi dan mesin, harta bergerak lainnya, serta kas dan setara kas.Baca juga: Cak Imin Sebut Banyak Pendukung Ahok Salah Paham dengan Maruf Amin Ma'ruf memiliki total 10 bidang tanah dan bangunan yang tersebar di Kota Depok dan Jakarta Utara. Adapun total nilai tanah dan bangunannya mencapai Rp 6.978.500.000.Ia juga memiliki 2 kendaraan dengan nilai total mencapai Rp 1.677.900.000. Dua kendaraan itu adalah Toyota Alphard 2.5 G AT Tahun 2018 senilai Rp 1,1 miliar dan Toyota Fortuner 2.4 VRZ 4x2 AT Tahun 2017 senilai Rp 527.900.000 Harta bergerak lainnya yang dimiliki Ma'ruf senilai Rp 226 juta. Ia tercatat tak memiliki surat berharga dan harta lainnya. Di sisi lain, ia memiliki harta berupa kas dan setara kas senilai Rp 3.470.735.325 ",,
KPU: Ada 3 Mantan Napi Korupsi Lolos Sebagai Bacaleg - Kompas.com,", JAKARTA, KOMPAS.com - Komisioner Komisi Pemilihan Umum ( KPU) Wahyu Setiawan menyebut ada tiga nama mantan narapidana korupsi yang lolos sebagai bakal calon legislatif (bacaleg).Ketiganya lolos setelah Badan Pengawas Pemilu ( Bawaslu) dan Panitia Pengawas Pemilu (Panwaslu) menyatakan mereka memenuhi syarat (MS) sebagai bacaleg.Padahal, sebelumnya KPU menyatakan ketiganya tidak memenuhi syarat (TMS).Baca juga: KPU Kecewa Bawaslu dan Panwaslu Loloskan Eks Koruptor Jadi CalegTiga putusan itu masing-masing dikeluarkan oleh Panwaslih Aceh, Panwaslu Tana Toraja, dan Bawaslu Sulawesi Utara. ""Ada tiga putusan KPU yang dianulir lewat putusan Bawaslu,"" kata Wahyu di kantor KPU, Jakarta Pusat, Kamis (16/8/2018).Tindakan Bawaslu dan Panwaslu tersebut, menurut Wahyu, telah mengabaikan aturan tentang larangan mantan narapidana korupsi untuk mendaftar sebagai  caleg, sebagaimana tercantum dalam Peraturan KPU (PKPU) nomor 20 tahun 2018.Baca juga: MA Belum Putuskan Uji Materi, PKPU Larangan Eks Koruptor Nyaleg Tetap Berlaku Mestinya, baik Bawaslu maupun Panwaslu menjadikan PKPU sebagai standar pengawasan.""Maka tampaknya Bawaslu mengabaikan aturan pemilu. Padahal aturan KPU mengikat semua penyelenggara (pemilu),"" ujar Wahyu.Selain menyalahi aturan, putusan Bawaslu dan Panwaslu tersebut dikhawatirkan akan memengaruhi pelaksanaan pemilu di daerah lain.Menurut Wahyu, hal tersebut akan jadi preseden yang buruk.Baca juga: MA Hentikan Sementara Gugatan Eks Napi Koruptor terhadap PKPUMenyikapi hal tersebut, Wahyu mengaku pihaknya telah mengirimkan surat kepada tiga Bawaslu dan Panwaslu terkait.Menurut Bawaslu dan Panwaslu, putusan yang mereka buat berdasarkan Undang-undang nomor 7 tahun 2017 tentang Pemilu, yang tidak melarang mantan narapidana korupsi untuk nyaleg.""Bawaslu masih berpedoman pada UU 7 tahun 2017 saja. Padahal PKPU sudah diundangkan, artinya udah sah dan diakui oleh negara,"" jelas Wahyu.Baca juga: Gerindra Anggap Ada Masalah Hukum Terkait Larangan Koruptor Jadi CalegSebelumnya, pada masa pendaftaran bacaleg, tiga mantan narapidana korupsi di tiga daerah tersebut dinyatakan tidak memenuhi syarat (TMS) oleh KPU.Ketiganya lantas mengajukan sengketa pendaftaran ke Bawaslu dan Panwaslu setempat. Hasil sengketa menyatakan ketiganya memenuhi syarat (MS) sehingga menganulir keputusan KPU yang menyatakan mereka TMS. ",,
KPU Kecewa Bawaslu dan Panwaslu Loloskan Eks Koruptor Jadi Caleg - Kompas.com,", JAKARTA, KOMPAS.com - Komisioner Komisi Pemilihan Umum ( KPU) Wahyu Setiawan mengaku kecewa dengan putusan Badan Pengawas Pemilu (Bawaslu) dan Panitia Pengawas Pemilu (Panwaslu) di tiga daerah yang meloloskan tiga mantan narapidana korupsi sebagai bakal calon legislatif (bacaleg).Menurut Wahyu, tindakan Bawaslu dan Panwaslu tersebut telah mengabaikan Peraturan KPU (PKPU) nomor 20 tahun 2018 yang jelas-jelas melarang mantan narapidana korupsi mendaftar sebagai  caleg.""Kami menyesalkan, sangat kecewa, karena Bawaslu daerah dalam hal ini mengabaikan dan tak menghormati PKPU yang sah dan dinyatakan berlaku dan diundangkan,"" kata Wahyu di kantor KPU, Jakarta Pusat, Kamis (16/8/2018).Baca juga: Sempat Masuk Daftar Caleg Eks Napi Korupsi, Ajang Supandi Lolos Verifikasi KPUBawaslu dan Panwaslu yang dimaksud adalah Panwaslih Aceh, Panwaslu Tana Toraja, dan Bawaslu Sulawesi Utara. Wahyu menjelaskan, keputusan Bawaslu dan Panwaslu di tiga daerah tersebut meloloskan tiga mantan narapidana korupsi sebagai bacaleg lantaran mereka berpedoman pada Undang-undang nomor 7 tahun 2017. Dalam UU itu, mantan narapidana korupsi tidak dilarang nyaleg.Baca juga: Pemilu 2019, Kota Padang Bebas dari Bacaleg Mantan Napi KorupsiNamun demikian, kata Wahyu, PKPU yang ada saat ini telah sah berlaku dan diundangkan. Sehingga mempertegas larangan mantan narapidana korupsi untuk mendaftarkan diri sebagai caleg.""Ini yang kami menyesalkan, kenapa Bawaslu sebagai penyelenggara pemilu bersama KPU dan DKPP (Dewan Kehormatan Penyelenggara Pemilu) tak menghormati PKPU yang sudah sah, sudah berlaku, dan sudah diundangkan oleh Kementerian Hukum dan HAM,"" tutur Wahyu.Meskipun UU nomor 7 tahun 2017 tidak dianulir, menurut Wahyu, penyelenggara pemilu tak seharusnya mengabaikan PKPU yang kedudukannya telah sah secara hukum.Baca juga: Ajukan Caleg Mantan Napi Korupsi, Parpol Akan Kehilangan Kepercayaan RakyatJika Bawaslu dan Panwaslu hendak menganulir PKPU, maka seharusnya keduanya mengajukan uji materi di Mahkamah Agung (MA).Sebab, hanya MA yang berwenang untuk membatalkan PKPU.""Lah ini Bawaslu tak melakukan pengujian tapi kemudian menafikan PKPU,"" tandas Wahyu.Baca juga: MA Belum Putuskan Uji Materi, PKPU Larangan Eks Koruptor Nyaleg Tetap BerlakuSebelumnya, pada masa pendaftaran bacaleg, tiga mantan narapidana korupsi di Aceh, Tana Toraja, dan Sulawesi Utara dinyatakan tidak memenuhi syarat (TMS) oleh KPU.Ketiganya lantas mengajukan sengketa pendaftaran ke Bawaslu dan Panwaslu setempat.Hasil sengketa menyatakan ketiganya memenuhi syarat (MS) sehingga menganulir keputusan KPU yang menyatakan mereka TMS.",,
